created_at,Security,text,sentiment
Fri Apr 09 20:39:27 +0000 2021,Coca-Cola Company,"RT @TCPigott: ""President Biden's niece led The Coca-Cola Company's government relations arm as the company lobbied against a bill that woul…",0.0
Fri Apr 09 06:33:25 +0000 2021,Cognizant Technology Solutions,"#iexStock Latest Prices:
-Cognizant Technology Solutions Corp. - C
-Abu Dhabi Commercial Bank
-Fastenal Co.
-Methaq… https://t.co/LpXPuOQCCc",0.1779
Fri Apr 09 19:51:05 +0000 2021,Colgate-Palmolive,Somerset Trust Co Has $1.90 Million Holdings in Colgate-Palmolive (NYSE:CL) (Wayne Rhoads/Zolmax) https://t.co/LywEWu7B9m,0.5106
Fri Apr 09 17:53:36 +0000 2021,Comcast Corp.,"RT @Rob_Kimbell: Sky News Australia is owned by News Corp.

Sky News in the UK is owned by Comcast.

That's why they're so different.",0.0
Fri Apr 09 19:50:56 +0000 2021,Conagra Brands,".@mclaudebibeau , @AAFC_Canada , @NeilREllis, Dresden Conagra Brands Canada Inc. Emergency Processing Fund grant ,… https://t.co/ST5fUymjye",-0.0258
Fri Apr 09 17:04:54 +0000 2021,ConocoPhillips,"Fire and oil spill reported at an offshore platform in Bohai Bay, China, in an oil field jointly operated by Conoco… https://t.co/28Zbw9xfRM",-0.34
Fri Apr 09 14:00:14 +0000 2021,Consolidated Edison,"RT @RBReich: What do these companies have in common: 

Nike
FedEx 
Salesforce 
Archer Daniels
Consolidated Edison
Duke Energy
Voya Financia…",0.2732
Fri Apr 09 20:25:11 +0000 2021,Constellation Brands,$STZ Constellation Brands Inc SEC Filing: Form 4 https://t.co/VnyaIY3EVz,0.0
Fri Apr 09 14:46:12 +0000 2021,The Cooper Companies,"THE COOPER COMPANIES INC. $COO
UNUSUAL ACTIVITY 

VOLUME 1117.19% 
STRENGTH 950% https://t.co/mxcre4awla",0.6037
Sat Apr 03 03:33:36 +0000 2021,Copart Inc,"$CPRT #Copart Inc. CPRT - Embedded Expectations Analysis - 2021 04 01: Copart, Inc. (CPRT:USA) currently trades at… https://t.co/Q3do712uMk",0.0
Fri Apr 09 16:17:04 +0000 2021,Corning Inc.,"If you want a new roof from a reputable contractor, choose Roof Pros!

We’re an Owens Corning Platinum Preferred Co… https://t.co/boo3LRqXA8",0.1511
Fri Apr 09 20:37:31 +0000 2021,Corteva,RT @J_CCollins: Honored to participate in this important session.  We are indeed at an inflection point and we @Corteva look forward to wor…,0.7003
Fri Apr 09 10:16:11 +0000 2021,Costco Wholesale Corp.,Costco Wholesale Corp $COST: Net income grew a 937%! Costco Wholesale Corp has a market capitalization of… https://t.co/nddOwSIZ9c,0.0
Fri Apr 09 19:44:04 +0000 2021,Crown Castle,"RT @TheWessexes: His Royal Highness The Duke of Edinburgh sadly passed away peacefully this morning at Windsor Castle.

We send our deepest…",0.1531
Fri Apr 09 19:10:08 +0000 2021,CSX Corp.,"#StarMine North American picks for negative Predicted Surprises in 21Q1 are — CSX Corp $CSX, Skechers USA Inc $SKX,… https://t.co/jQNgY32psu",-0.4215
Fri Apr 09 18:29:15 +0000 2021,Cummins Inc.,"#AutomotiveTurbocharger Market #Revenue to Surpass USD 27B by 2026 

Read More; https://t.co/C53dpwb6GH… https://t.co/OVJp3XmiqL",0.0
Fri Apr 09 20:39:04 +0000 2021,CVS Health,"Want to work at CVS Health? We're hiring in Wesley Chapel, NC! Click for details: https://t.co/a5JlOPRkjj #pharmacy #cvspharmtech",0.1511
Fri Apr 09 20:00:43 +0000 2021,D. R. Horton,"""We are absolutely in love with our new D.R. Horton home! This purchase has been one of the best decisions of our l… https://t.co/X3a3fIp5fh",0.8741
Sun Apr 04 21:22:02 +0000 2021,Danaher Corp.,"Chromatography in Biotechnology Market 2021 Is Booming Across the Globe by Share, Size, Growth, Segments and Foreca… https://t.co/zlHGUl2ym1",0.5859
Fri Apr 09 13:35:59 +0000 2021,Darden Restaurants,"RT @afullerreporter: “I do believe that as we get to offer more capacity, and we see this in individual restaurants, that the off-premise w…",0.0
Wed Apr 07 14:55:06 +0000 2021,DaVita Inc.,Peritoneal Dialysis Segment to Dominate the Global Uraemia Treatment Market Through 2031 | Renal Services (UK) Limi… https://t.co/H6N56OwbTq,-0.128
Fri Apr 09 19:31:41 +0000 2021,Deere & Co.,"RT @DublinGrass: Another day, another machine delivered. Greenkeeper Diarmuid Dempsey and Course Chairman Dermot Sweeney of Co. Meath Golf…",0.0
Fri Apr 09 00:26:34 +0000 2021,Delta Air Lines Inc.,"$DAL Delta Air Lines, Inc. Com Top stock up 169% from low. Close: 49.81 VolvsAvg: 0.98 Liq: $589M https://t.co/c53ZwKLJQM",-0.0772
Fri Apr 09 09:00:58 +0000 2021,Dentsply Sirona,"Dentsply Sirona - $XRAY

💰 QUOTE
$XRAY was UP ⬆ on Thu Apr 08
Closed at 64.15 USD for a 0.33% gain from previous cl… https://t.co/yZ41bkrPQw",0.5267
Fri Apr 09 19:57:02 +0000 2021,Devon Energy,@ell_my big boomer energy to it,0.2732
Fri Apr 09 20:39:34 +0000 2021,DexCom,1 hour and 55 minutes (one @dexcom sensor warmup) away from finding out if this whole new Loop set-up is a go! 🤞🏻😆,0.4926
Fri Apr 09 14:19:52 +0000 2021,Diamondback Energy,"Diamondback Energy participates in a conference call with JPMorgan
$FANG",0.2732
Fri Apr 09 14:58:10 +0000 2021,Digital Realty Trust Inc,"DIGITAL REALTY TRUST INC. $DLR
UNUSUAL ACTIVITY 

VOLUME 2141.02% 
STRENGTH 675% https://t.co/oO18npuVrM",0.8388
Fri Apr 09 20:01:00 +0000 2021,Discover Financial Services,"RT @Fujitsu_Global: Digital transformation is crucial for the Financial Services industry, now more than ever. We partnered with DataDriven…",0.0
Thu Apr 08 13:41:15 +0000 2021,"Discovery, Inc. (Series A)","RT @UnusuallyActive: DISCOVERY INC. SERIES A COMMON STOCK $DISCA
UNUSUAL OPENING GAP 3.16%",0.0
Wed Apr 07 13:32:14 +0000 2021,"Discovery, Inc. (Series C)","Optimus v4
2021-04-07 09:32 ET. *Closed/Sold:
$DISCK at $37.08 for 0.28 profit (0.78%). Discovery, Inc - Series C (… https://t.co/BBNVXJPibp",0.4404
Fri Apr 09 20:31:14 +0000 2021,Dish Network,"RT @SenSanders: Federal income taxes paid last year:

Nike: $0

FedEx: $0

Zoom: $0

Dish Network: $0

Salesforce: $0

Hewlett-Packard: $0…",0.0
Fri Apr 09 20:38:40 +0000 2021,Dollar General,"RT @Breaking_Nate: I Can’t Resist...DOLLAR GENERAL!

https://t.co/3XCQqamP31 https://t.co/O4ujxBO2jq",0.0
Fri Apr 09 20:39:20 +0000 2021,Dollar Tree,RT @Jayandstuff: These was on sale at the dollar tree ion know why they shaped like dat ? https://t.co/9bDUjh0M5Q,0.3612
Fri Apr 09 20:03:00 +0000 2021,Dominion Energy,Virginia explained: What’s a triennial review of Dominion Energy’s earnings and why should you care?… https://t.co/9aFtQTzbro,0.0
Fri Apr 09 20:37:59 +0000 2021,Domino's Pizza,"RT @omoyeeeh: Those people on Twitter who still believe there is no God, if u stay in Lagos, can u meet me at Domino's Pizza on Awolowo Roa…",-0.2057
Thu Apr 08 18:00:10 +0000 2021,Dover Corporation,$DOV is today ranked #4 in the Daily Gambiste Big Cap rating. Dover Corporation Common Stock is today top rated. Ch… https://t.co/WbJeqzrN5B,0.2023
Fri Apr 09 20:10:41 +0000 2021,Dow Inc.,"RT @folionetapp: Semana en Wall Street:

Square Inc $SQ: 12,95%
Apple $AAPL: 7,37%
Intel Corporation $INTC: 5,10%
S&amp;P 500: 2,34%
Nasdaq: 2,…",0.0
Fri Apr 09 09:10:28 +0000 2021,DTE Energy Co.,"How firms like Nike, FedEx, and DTE Energy have been able to pay 0 tax even after revenues of $77 billion in the la… https://t.co/yITGVAfkXk",0.4939
Fri Apr 09 20:39:03 +0000 2021,Duke Energy,"RT @TheRickyDavila: A new study finds 26 of the largest most profitable companies in the US including Nike, Duke Energy, FedEx paid nothing…",0.6478
Wed Apr 07 23:30:02 +0000 2021,Duke Realty Corp,"Duke Realty Corp. has built two of four buildings in the Maple Grove business park, which will total 1 million squa… https://t.co/pVN6owsKuu",0.0
Fri Apr 09 09:00:00 +0000 2021,DuPont de Nemours Inc,"Global #Kefir Products: #MarketReport
This market has potential to grow by $392.76Mn accelerating at CAGR of over 5… https://t.co/FF5yNSbUjo",0.0
Fri Apr 09 19:39:41 +0000 2021,DXC Technology,Insightful look at how advanced digital technology is transforming #manufacturing in profound ways. Via @WLucny and… https://t.co/hauFVUkwb6,0.25
Fri Apr 09 15:51:33 +0000 2021,Eastman Chemical,RT @TheNeonTemple: The ultimate insider threat - Xiaorong You is accused of trade secret theft and economic espionage after allegedly steal…,-0.6808
Fri Apr 09 08:04:32 +0000 2021,Eaton Corporation,"Supercapacitors Market Insights and Global Outlook – 2025: Eaton Corporation PLC, Maxwell ... https://t.co/KMtFrf4S33",0.0
Fri Apr 09 20:36:16 +0000 2021,eBay Inc.,RT @NufcMemorabilia: Multi signed Newcastle retro 'Entertainers' Home shirt @ https://t.co/gjXvPCQGTQ #NUFC #NewcastleUtd #Keegan #KingKev…,0.25
Fri Apr 09 19:10:08 +0000 2021,Ecolab Inc.,"#StarMine North American picks for negative Predicted Surprises in 21Q1 are — CSX Corp $CSX, Skechers USA Inc $SKX,… https://t.co/jQNgY32psu",-0.4215
Tue Apr 06 00:31:01 +0000 2021,Edison Int'l,"@vincent13031925 @elonmusk But we got stocks on Edison int'l 😁😅
This is hillaryiousts. Your decision.",0.8047
Fri Apr 09 20:01:36 +0000 2021,Edwards Lifesciences,"Edwards Lifesciences - $EW

💰 QUOTE
$EW is UP ⬆ on Fri Apr 09
Currently at 85.91 USD for a 2.08% gain from previous… https://t.co/TZQUWJMAUw",0.5267
Fri Apr 09 20:31:02 +0000 2021,Electronic Arts,RT @_Social_Bunny_: This is the 4 day tweeting @TheSims and @EA until simulation lag is finally addressed and fixed for all of people who a…,-0.34
Fri Apr 09 19:58:47 +0000 2021,Emerson Electric Company,"Don't submit then quit. Apply for jobs like ""Software Engineer"" at Emerson Electric Co, then look for people you mi… https://t.co/7JObebUuwA",0.3612
Fri Apr 09 19:15:41 +0000 2021,Enphase Energy,"With @Enphase, using #batterystorage is a fantastic way to keep all the #energy that you haven't used, rather than… https://t.co/G94fCJMqKv",0.6908
Thu Apr 08 10:05:45 +0000 2021,Entergy Corp.,A Form 8-K [Press/News Current Report] filing has been made with the SEC:  $ENJ $ENO ENTERGY CORP /DE/  https://t.co/Vm8nwZvoDR,0.0
Fri Apr 09 14:45:41 +0000 2021,EOG Resources,"A huge shoutout to our 2020 Conservation Summit Gold Sponsor, EOG Resources! Thank you for your on-going support of… https://t.co/Sxz14TkzsP",0.7777
Fri Apr 09 13:14:03 +0000 2021,Equifax Inc.,143-Million Affected By Equifax Data Breach. How to Avoid Being a Hacker's Next Target https://t.co/dIDawwq60f #fbp,-0.4215
Fri Apr 09 20:12:20 +0000 2021,Equinix,"Want to achieve your #digital vision? The first step is finding the right partner!

Building relations partners fro… https://t.co/sH8X1AUWXI",0.3802
Fri Apr 09 18:20:03 +0000 2021,Equity Residential,Integral Law are Residential and Commercial Property specialists with a wealth of expertise and experience. They ha… https://t.co/9RcnIK6K83,0.4939
Fri Apr 09 13:47:36 +0000 2021,"Essex Property Trust, Inc.","RT @gurufocus: Market Movers in the S&amp;P 500: 
L Brands Inc (3.62%) $LB
Twitter Inc (2.97%) $TWTR
Essex Property Trust Inc (2.52%) $ESS
Face…",0.7925
Fri Apr 09 20:07:09 +0000 2021,Estée Lauder Companies,"RT @LJT_is_me: Enriched Couples
Annette Miller, CEO

Entegrit 
Will Woldenber, Founder &amp; President

Enutriot LLC 
Phillip A Callahan, Found…",0.0
Fri Apr 09 20:39:43 +0000 2021,Etsy,RT @NaturaEmporium: I've been going on and on about what a correct shampoo bar should be like this week after being involved in hair horror…,0.3612
Fri Apr 09 20:24:25 +0000 2021,Evergy,cancel culture quiet af when their idol does something shitty now they dont keep that same evergy,-0.6808
Fri Apr 09 14:20:19 +0000 2021,Eversource Energy,Connecticut lawmakers and industry experts assess the real reason why Jim Judge will no longer be president and chi… https://t.co/ZNcT97EoAO,-0.296
Fri Apr 09 18:04:05 +0000 2021,Everest Re Group Ltd.,"$RE Everest Re Group, Ltd. SEC Filing: Form DEF 14A https://t.co/n9HoX2Hgov",0.0
Fri Apr 09 14:05:00 +0000 2021,Exelon Corp.,"""Inclusion of nuclear in the so-called Clean Energy Standard, which requires the generation of clean power, could b… https://t.co/JrXCQbSSj2",0.7579
Fri Apr 09 18:40:51 +0000 2021,Expedia Group,"RT @MaisaCorp: $BTWN Traveloka’s sponsors include Expedia Group Inc $EXPE, Rocket Internet SE $RCKZF, East Ventures, Li’s FWD Group Ltd., a…",0.0
Fri Apr 09 15:34:16 +0000 2021,Expeditors,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC. VOTE!",0.0
Fri Apr 09 20:12:38 +0000 2021,Extra Space Storage,RT @jMez08: Does this mean I can already delete my Line application? 🥺 I really need some extra storage space oNFKDLJSKSJSJSJ 😭😭😭 https://t…,-0.8519
Fri Apr 09 19:50:41 +0000 2021,Exxon Mobil Corp.,"Exxon Mobil Corp. (XOM) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Sell, as Exxo… https://t.co/EgfKUpy5tm",0.2263
Fri Apr 09 17:12:19 +0000 2021,F5 Networks,"F5 Load Balancers Interview questions
#F5 #LB #interview #questions #networking #networks #networksbaseline
https://t.co/xXFyplE4mT",0.0
Fri Apr 09 20:26:54 +0000 2021,"Facebook, Inc.",RT @MWLOrg_en: Join the thousands of people around the world who are standing alongside the #MuslimWorldLeauge and calling for social media…,0.296
Fri Apr 09 06:33:25 +0000 2021,Fastenal Co,"#iexStock Latest Prices:
-Cognizant Technology Solutions Corp. - C
-Abu Dhabi Commercial Bank
-Fastenal Co.
-Methaq… https://t.co/LpXPuOQCCc",0.1779
Fri Apr 09 14:10:12 +0000 2021,Federal Realty Investment Trust,"RT @commobserver: Federal Realty Investment Trust will begin construction on a major renovation of Falls Plaza, a 144,000-square-foot commu…",0.5106
Fri Apr 09 17:19:23 +0000 2021,FedEx Corporation,This is how FedEx or an big corporation is I got in trouble for some of the dumbest shit at FedEx https://t.co/0tne2lsWM8,-0.8625
Fri Apr 09 20:07:22 +0000 2021,Fidelity National Information Services,"$FIS Fidelity National Information Services, Inc. SEC Filing: Form DEFA14A https://t.co/UAkTex3dD7",0.0
Fri Apr 09 08:00:12 +0000 2021,Fifth Third Bancorp,Strategic Voices: John Pisan from Fifth Third Bancorp on his new role  https://t.co/ixTKqsBA31,0.0
Fri Apr 09 14:44:31 +0000 2021,FirstEnergy Corp,RT @lonestarmoocher: Akron's FirstEnergy Corp. and Columbus-based American Electric Power are among 55 profitable companies in the United S…,0.6908
Fri Apr 09 20:19:32 +0000 2021,First Republic Bank,"RT @goinhouse: Now Hiring: PWM Senior Counsel at First Republic Bank (San Francisco, CA) https://t.co/rQwSW4v5Rx #legaljobs #lawtwitter #la…",0.0
Fri Apr 09 09:54:40 +0000 2021,Fiserv Inc,"The job Posting is from a Fintech called Fiserv, Inc. A Fortune 500 company with a 14 Billion revenue / year. Looks… https://t.co/Iy6Q92QUTa",0.0
Fri Apr 09 11:48:51 +0000 2021,FleetCor Technologies Inc,"#FLEETCOR Technologies, Inc.  made a minority investment in Mina, a cloud-based digital software platform that simp… https://t.co/9lCwgrKCr8",0.0
Fri Apr 09 20:34:01 +0000 2021,FLIR Systems,Master Cpl. Lana is an AI assistant who uses an @intel RealSense camera and @flir thermal imaging module to conduct… https://t.co/7U6LMdvADL,0.0
Fri Apr 09 15:17:09 +0000 2021,FMC Corporation,"RT @NLong72: @chrizap @ElaineChao @senatemajldr 2/
🔹Foremost Maritime Corporation FMC is owned by Mitch McConnell’s in-laws, the Chao famil…",0.0
Fri Apr 09 17:30:27 +0000 2021,Ford Motor Company,"Did you know? Henry Ford, father of the Ford motor company, instituted a five-day, 40-hour workweek for his factory… https://t.co/BPm9NctZMs",0.0
Fri Apr 09 20:36:53 +0000 2021,Fortinet,"RT @Secure_Man_Joe: Last year saw many challenges for operational technology. Two of my colleagues and friends, #Fortinet #CISOs Jim Richbe…",0.5267
Thu Apr 08 03:46:05 +0000 2021,Fortive Corp,Fortive Corp (0001659166) (Filer) https://t.co/06wCkOyVa7  #SecuritiesExchangeCommission #SEC #FinancialFilings… https://t.co/ZlNfe6A6Kq,0.0
Thu Apr 08 20:33:53 +0000 2021,Fortune Brands Home & Security,Fortune Brands Home &amp; Security Inc Shares Close in on 52-Week High - Market Mover https://t.co/dzC8hujty1 $FBHS #stockmarket #kwhenfinance,0.5574
Thu Apr 08 14:22:51 +0000 2021,Fortune Brands Home & Security,"Andrea Lee Sr. Director Benefits, Fortune Brands Home &amp; Security is an Employer Keynote at the MBGH 41st Annual Con… https://t.co/Rmf0mnLBQx",0.6124
Wed Apr 07 22:09:45 +0000 2021,Fortune Brands Home & Security,Fortune Brands Home &amp; Security Inc Shares Near 52-Week High - Market Mover https://t.co/9ihGdmJF7A $FBHS #stockmarket #kwhenfinance,0.5574
Wed Apr 07 14:27:12 +0000 2021,Fortune Brands Home & Security,"FORTUNE BRANDS HOME &amp; SECURITY INC. $FBHS
UNUSUAL ACTIVITY 

VOLUME 4200% 
STRENGTH 4200% https://t.co/dk2L40bxHR",0.7944
Fri Apr 09 19:17:46 +0000 2021,Franklin Resources,@CDCDirector How about dedicating resources to...you know...epidemics and pandemics and like controlling diseases a… https://t.co/i8TQ8dhJbs,0.3612
Fri Apr 09 19:15:02 +0000 2021,Franklin Resources,@TIME How about dedicating resources to...you know...epidemics and pandemics and like controlling diseases and stuf… https://t.co/igs9StRogh,0.3612
Fri Apr 09 18:46:55 +0000 2021,Franklin Resources,"RT @FFJournalUpdate: A fresh beginning for the Franklin County School District, Fla., as brand new welding facility has opened its doors fo…",0.3182
Fri Apr 09 18:45:17 +0000 2021,Franklin Resources,"RT @daycathy: The MLA recommends that adjuncts should make $11,400 per 3-credit hour class. The current rate in the US is about $2600. Tell…",0.2263
Fri Apr 09 18:44:26 +0000 2021,Franklin Resources,RT @NEUBristol: This fund has been set up in the memory of our friend and comrade Nina Franklin. All money raised will go to support the wo…,0.7096
Fri Apr 09 17:52:58 +0000 2021,Franklin Resources,RT @NEUBristol: This fund has been set up in the memory of our friend and comrade Nina Franklin. All money raised will go to support the wo…,0.7096
Fri Apr 09 20:52:57 +0000 2021,Freeport-McMoRan Inc.,"RT @Lipper_Alpha: #StarMine North American picks for positive Predicted Surprises in 21Q1 are — Freeport-McMoRan Inc $FCX, Wayfair Inc $W,…",0.6705
Fri Apr 09 21:52:44 +0000 2021,Gap Inc.,"Market Movers in the S&amp;P 500:
PVH Corp (5.68%) $PVH
Tapestry Inc (3.59%) $TPR
Cigna Corp (3.29%) $CI
Gap Inc (3.27%… https://t.co/BBZqBMkVpc",0.0
Fri Apr 09 07:01:54 +0000 2021,Garmin Ltd.,"SMART WATCH BODY AREA NETWORK MARKET TO EYEWITNESS HUGE GROWTH BY GARMIN LTD., XIAOMI, HUAWEI TECHNOLOGIES CO., LTD… https://t.co/DVt0RH0fF4",0.8689
Fri Apr 09 21:33:11 +0000 2021,Gartner Inc,RT @ThalesDigiSec: Wondering what’s hot and what’s not for #connectedcars and #smartmobility? The @Gartner_inc 2020 Hype Cycle for #Connect…,0.0
Thu Apr 08 07:59:25 +0000 2021,Generac Holdings,Generac Holdings Inc current quarter revenue growth YoY of 29.90% ranked 645 out of 5493 companies in our database.… https://t.co/SmqBwkdGri,0.3818
Fri Apr 09 21:01:41 +0000 2021,General Dynamics,General Dynamics to Webcast 2021 First-Quarter Financial Results Conference Call https://t.co/QqsTczHwLW,0.2732
Fri Apr 09 21:48:29 +0000 2021,General Electric,"RT @StockMKTNewz: Stocks with the most shares traded today ($2B+ market cap)

Sundial $SNDL 137.8M shares
Apple $AAPL 105.4M
FuboTV $FUBO 1…",0.5709
Fri Apr 09 21:55:04 +0000 2021,General Mills,"@chriscarle Everyone sign!

https://t.co/QdJr84CF5p",0.0
Fri Apr 09 21:59:28 +0000 2021,General Motors,Diddy Calls Out General Motors For Exploitation of Black Owned Businesses &amp; Community https://t.co/1gwUe8U1iY,0.0
Fri Apr 09 21:59:48 +0000 2021,Genuine Parts,RT @Rosenbergradio: Hip hop is filled with so many great characters. Some are fabricated parts being played by actors who can rap but occas…,0.525
Fri Apr 09 20:34:21 +0000 2021,Gilead Sciences,"Associate Scientist II, Technical Services – Cell Culture (Upstream) – Gilead Sciences – Oceanside, CA: Reporting t… https://t.co/uCyt8HB7pV",0.0
Fri Apr 09 11:16:15 +0000 2021,Globe Life Inc.,"Globe Life Inc $GL Trades At -1x Sales 

Headquartered in McKinney, TEXAS, Globe Life Inc (GL) reports a… https://t.co/O4ZLi6X7Cz",0.0
Fri Apr 09 08:40:35 +0000 2021,Global Payments Inc.,"RT @kwhenfinance: Global Payments, Inc. Shares Approach 52-Week High - Market Mover https://t.co/xgwCZ0qSIS $GPN #stockmarket #kwhenfinance",0.296
Fri Apr 09 20:59:15 +0000 2021,Goldman Sachs Group,"Read more:

- New policy group: 
https://t.co/X1oD6kwize
- Golman Sachs CEO: https://t.co/kT9kovzwqO
- JPM CEO:… https://t.co/fZk4kaJXVv",0.0
Thu Apr 08 19:40:04 +0000 2021,Grainger (W.W.) Inc.,"REVERSALtoDOWN: $GWW W.W. Grainger, Inc https://t.co/sReb4KkaYG 📉 🔜 TradeIdeas via ⟶ https://t.co/VS8RO1bzXJ",0.0
Fri Apr 09 10:27:56 +0000 2021,Halliburton Co.,"Well Completion Equipment Market to Eyewitness Massive Growth by 2026 | Baker Hughes,Halliburton
https://t.co/hb1Pjh14V6",0.5719
Fri Apr 09 12:22:01 +0000 2021,Hanesbrands Inc,"RT @CarsUncg: HanesBrands Inc is hiring TWO Assistant Merchandising Managers for Champion in Winston Salem, NC.  This is a great opportunit…",0.8402
Fri Apr 09 20:07:36 +0000 2021,Hasbro Inc.,"Discover the Surprising Team-up with Grace Sterling in a New
ERA OF UNLIMITED POWER in April 2021

LOS ANGELES, CA… https://t.co/vhx4qQAcM4",0.5994
Fri Apr 09 21:58:14 +0000 2021,HCA Healthcare,"Megatech stocks are hot again. So are many big healthcare names. Fri:

Molina $MOH +4.5%
Cigna $CI +3.3
UnitedHealt… https://t.co/fe8GFP7gUA",0.0
Thu Apr 08 21:09:03 +0000 2021,Healthpeak Properties,"$HCP Stock Quote Alert for Healthpeak Properties (NYSE:PEAK)
From our Stock News Alerts App",0.296
Fri Apr 09 18:25:03 +0000 2021,Henry Schein,"Henry Schein One announced the launch of Dentrix Imaging Center, an integrated imaging module that allows dental pr… https://t.co/913mOiI30T",0.0
Fri Apr 09 16:38:07 +0000 2021,The Hershey Company,"Blue Chip Wins Hershey's Assignment: The Hershey Company is naming Blue Chip as agency partner for ONE brands, the… https://t.co/DZ6Dsp0D9R",0.5719
Thu Apr 08 09:04:04 +0000 2021,Hess Corporation,RT @stockmktgenius: $HES Hess Corporation Common S Top stock up 131% from low. Close: 73.01 VolvsAvg: 1.05 Liq: $134M https://t.co/agE0MA04…,-0.0772
Fri Apr 09 15:57:59 +0000 2021,Hewlett Packard Enterprise,Great news from my @HPE team! We are adding 150 new #HighTech jobs in Ireland. Check out how you can have an impact… https://t.co/rgnJIEOipb,0.6588
Fri Apr 09 12:39:55 +0000 2021,Hilton Worldwide Holdings Inc,$HLT Hilton Worldwide Holdings Inc. SEC Filing: Form DEF 14A https://t.co/BHYLoujKY2,0.0
Fri Apr 09 21:17:58 +0000 2021,Hologic,RT @Hologic: Have you had a chance to visit Hologic Virtual? Get to know our Breast Health Continuum of Care offerings before @NCBC_BreastC…,0.6369
Fri Apr 09 22:00:04 +0000 2021,Home Depot,"Home Depot $HD climbed for the 20th day of 25, breaking a new historic high, settling +1.5% to $319.23. Tier'1 qual… https://t.co/r05K4vZIyo",0.0
Fri Apr 09 17:15:18 +0000 2021,Hormel Foods Corp.,"Optimus v4
2021-04-09 13:15 ET. Bought/Opened:
$HRL at $45.94. 
Hormel Foods Corp (CORP).
Win Chance: 72%. Avg Win:… https://t.co/eKv7Yu44Nb",0.7003
Thu Apr 08 13:41:02 +0000 2021,Host Hotels & Resorts,#job Host- Part Time - Marcus Hotels &amp; Resorts #NorthHollywood #CA https://t.co/iAtIMDXGw7 #jobs,0.0
Fri Apr 09 00:38:55 +0000 2021,Howmet Aerospace,$HWM Howmet Aerospace Inc. Com Top stock up 204% from low. Close: 31.81 VolvsAvg: 0.59 Liq: $56M https://t.co/V2ArZLzGJz,-0.0772
Fri Apr 09 21:06:19 +0000 2021,HP Inc.,"If security is a concern for you, send me a DM. I'd be happy to talk through all that CDW can do to shore up securi… https://t.co/YD719WhJJP",0.7269
Fri Apr 09 19:45:04 +0000 2021,Humana Inc.,"Mr. Oh has served as expert panelist on a website powered by Humana Inc., one of the nation’s largest providers of… https://t.co/H9Irmdtth9",0.0
Fri Apr 09 19:52:39 +0000 2021,Huntington Bancshares,RT @Stephanie_Link: Huntington Bancshares to merge with TCF Financial in all-stock deal  https://t.co/v0rxgEOOuL,0.0
Fri Apr 09 21:34:30 +0000 2021,Huntington Ingalls Industries,@BarronThee @Doge420Viking @THORChain @RealCryptoDarth @isaacstrade Huntington Ingalls Industries?,0.0
Fri Apr 09 19:47:19 +0000 2021,IDEX Corporation,IDEX Corporation current quarter revenue growth YoY of 1.50% ranked 1907 out of 5495 companies in our database.… https://t.co/DRYcpDm0eF,0.3818
Fri Apr 09 21:46:52 +0000 2021,Idexx Laboratories,"IDEXX Laboratories Stock Was Up By 2.78%  Before The Weekend
NASDAQ Composite ended the session with IDEXX Laborato… https://t.co/M1P5BJp3Jt",0.0
Fri Apr 09 21:04:43 +0000 2021,IHS Markit,RT @celimo_eu: Manufacturing PMI data in March’21 have been announced by IHS Markit. Unprecedented supply-side delays drive sharpest rise i…,0.0
Fri Apr 09 21:42:22 +0000 2021,Illinois Tool Works,TRIPLEZERO is being trademarked by Illinois Tool Works Inc. https://t.co/H3JS8MdTJf #TRIPLEZERO $ITW $NTRS https://t.co/pCqQXlkUmI,0.0
Fri Apr 09 07:41:00 +0000 2021,Illumina Inc,…Alliance member @Ring20UK as they enter a new partnership with @Illumina Inc to develop an effective… https://t.co/addRR0Lb6p,0.0
Fri Apr 09 19:19:21 +0000 2021,Incyte,"RT @Covid19Crusher: Some mixed results from Lilly's baricitinib monoclonal antibody in hospitalized patients, missing a primary endpoint of…",-0.296
Fri Apr 09 17:49:50 +0000 2021,Ingersoll Rand,Ingersoll Rand Inc current quarter revenue growth YoY of 155.50% ranked 141 out of 5495 companies in our database.… https://t.co/2jTwHHkIJ2,0.3818
Fri Apr 09 19:56:50 +0000 2021,Intel Corp.,"RT @dandh: How will @Intel’s new CEO, corp strategy, and technology impact you and your clients' organizations? Join @DavidAllenIntel, Dire…",0.296
Fri Apr 09 16:10:03 +0000 2021,Intercontinental Exchange,#Oil futures nearest delivery on the New York Mercantile Exchange and Brent crude traded on the Intercontinental Ex… https://t.co/7LKyt62Nh4,-0.5719
Fri Apr 09 21:49:37 +0000 2021,International Business Machines,"RT @iRjobalert: International Business Machines (IBM) Internship Programme

Qualification: BA/BSC/HND

Location: Lagos | Nigeria

Deadline:…",0.0
Fri Apr 09 21:48:51 +0000 2021,International Paper,"RT @CUP_Law: MT @antje_wiener: Please do consider submitting your #ISA2021 paper to @GlobConJournal:
https://t.co/VZg4Pac5LP
Themes include…",0.3182
Fri Apr 09 17:55:02 +0000 2021,Interpublic Group,"Zacks Industry Outlook Highlights: Gannett Co, Omnicom Group and The Interpublic Group of Companies...… https://t.co/ztA55EQtY6",0.0
