created_at,Security,text,sentiment
Fri Apr 09 15:13:23 +0000 2021,Qorvo,"RT @elecbom: Mouser Electronics Now Stocking Qorvo ACT88329 and ACT88321
https://t.co/dmvIbNx00P
#eBOM #electronics #components #mouser #qo…",0.0
Fri Apr 09 01:16:59 +0000 2021,Quanta Services Inc.,"$PWR Quanta Services, Inc. Com Top stock up 204% from low. Close: 91.52 VolvsAvg: 0.81 Liq: $100M https://t.co/aOZ1N9POJV",-0.0772
Fri Apr 09 22:17:33 +0000 2021,Qualcomm,"@getwired @awakecoding @FoxDeploy Who was the third? Nvidia and Qualcomm were the only ones that shipped, no?",0.0
Fri Apr 09 21:33:40 +0000 2021,Quest Diagnostics,Why is quest diagnostics playing me.,0.2023
Fri Apr 09 20:18:10 +0000 2021,Ralph Lauren Corporation,"$RL New Form 4 for  Ralph Lauren Corporation
From our Stock News Alerts App",0.0
Fri Apr 09 21:00:23 +0000 2021,Raymond James Financial,"$RJF:

New Insider Filing on RAYMOND JAMES FINANCIAL INC's

Executive Vice President-RJA

BELLA LOYKHTER ALLAIRE:

https://t.co/mwD6rXxwiq",0.0
Fri Apr 09 22:14:52 +0000 2021,Raytheon Technologies,"RTX - Raytheon Technologies raises Q1 EPS view to 87c-90c from 70c-75c, consensus 73c",0.0
Fri Apr 09 21:53:04 +0000 2021,Realty Income Corporation,"Now Hiring: Senior Legal Counsel, Portfolio Acquisitions at Realty Income Corporation (Atlanta, GA)… https://t.co/HAjSQoPeM8",0.128
Thu Apr 08 20:48:05 +0000 2021,Regency Centers Corporation,"$REG New Form 4 for Regency Centers Corporation
From our Stock News Alerts App",0.0
Fri Apr 09 12:45:57 +0000 2021,Regeneron Pharmaceuticals,NIH COVID-19 Treatment Guidelines Strongly Recommend Use of REGEN-COV™ (casirivimab with imdevimab) in Outpatients a https://t.co/YBK68DtEui,0.5574
Fri Apr 09 19:16:14 +0000 2021,Regions Financial Corp.,"Regions Financial Corp $RF: Cash per share is equal to $5, and the stock price is $21.06. Business Profile
Regions… https://t.co/1bcGfcePTl",0.296
Fri Apr 09 12:46:27 +0000 2021,Republic Services Inc,"Republic Services, Inc. Shares Close in on 52-Week High - Market Mover https://t.co/DSkKqrH59K $RSG #stockmarket #kwhenfinance",0.296
Fri Apr 09 16:07:25 +0000 2021,ResMed,RT @claressewcrafty: Excited to share this item from my #etsy shop: For 6ft Hose Tube Circuit Fleece Cover for #CPAP #BIPAP #Ventilator Sto…,0.5574
Fri Apr 09 15:13:00 +0000 2021,ResMed,"AirSense 10 AutoSet with HumidAir and ClimateLineAir

♥️💪😴

#cpap #cpaplife #sleepapnea #resmed #osa… https://t.co/R1JW8W4y7T",0.6369
Fri Apr 09 13:26:25 +0000 2021,ResMed,World-leading sleep aid manufacturer ResMed helped Australia meet the challenge of #COVID-19 by pivoting to ventila… https://t.co/oxVZCY7zE2,0.0772
Fri Apr 09 13:03:48 +0000 2021,ResMed,RT @AdvaMedUpdate: “Making the right temporary measures permanent after the public health emergency ends should be a national priority.” @R…,-0.3818
Fri Apr 09 11:20:00 +0000 2021,ResMed,"You need an active lifestyle. And that needs a pro-active approach. Take a sleep test, know-how can you improve you… https://t.co/ttMhELPALZ",0.6808
Fri Apr 09 10:54:20 +0000 2021,ResMed,"Resmed 36803 H5i Standard Wate...midifer Tub (Original Version) - down 56.21% ($19.27) to $15.01 from $34.28
#Deal… https://t.co/oINqgGbM3i",0.3182
Fri Apr 09 10:29:30 +0000 2021,ResMed,"Respiratory Devices Market to Eyewitness Massive Growth by 2026 | Resmed,Philips Healthcare
https://t.co/ghiVptIqnz",0.3818
Fri Apr 09 03:27:12 +0000 2021,ResMed,ResMed AirFit N30: How to assemble a nasal cradle mask https://t.co/i5jRRhzBZP via @YouTube,0.0
Fri Apr 09 00:23:04 +0000 2021,ResMed,"ResMed to Report Third Quarter Fiscal 2021 Earnings on April 29, 2021 $RMD https://t.co/q8Gf1704Kb",0.0
Thu Apr 08 22:24:17 +0000 2021,ResMed,@followthatband @Lofta_Sleep @ResMed The F30i is great since it connects at the top,0.7096
Fri Apr 09 05:04:12 +0000 2021,Robert Half International,"Robert Half International - $RHI

💰 QUOTE
$RHI was UP ⬆ on Thu Apr 08
Closed at 80.24 USD for a 0.83% gain from pre… https://t.co/PSCU47GNRT",0.5267
Fri Apr 09 16:01:38 +0000 2021,Rockwell Automation Inc.,Rockwell Automation : Increase Productivity with New Smart Signaling Solution from Rockwell Automation… https://t.co/QYSdlbJSfI,0.743
Fri Apr 09 20:32:42 +0000 2021,"Rollins, Inc.",A Form 8-K [Press/News Current Report] filing has been made with the SEC:  $ROL ROLLINS INC  https://t.co/qKI5m4NI3w,0.0
Fri Apr 09 17:58:11 +0000 2021,Roper Technologies,Roper Technologies Schedules First Quarter 2021 Financial Results Conference Call $ROP https://t.co/GuOGpY6lAy,0.0
Fri Apr 09 20:52:53 +0000 2021,Ross Stores,RT @__dmay: I go into stores like Ross &amp; Burlington and be ready to spend my whole paycheck 🤦🏽‍♀️,0.6124
Fri Apr 09 22:21:49 +0000 2021,Royal Caribbean Group,RT @NewsfromRCgroup: In concert with @CLIAGlobal Royal Caribbean Group is petitioning the CDC and U.S. policymakers to remove the Condition…,0.0
Fri Apr 09 09:22:31 +0000 2021,S&P Global Inc.,RT @robertserry16: #Humicacid Market revenue is expected to exceed $1.4 billion by 2026. Rapidly growing organic farming across the globe e…,0.1779
Fri Apr 09 22:33:32 +0000 2021,Salesforce.com,AUTOPILOT BLOGGER! SEO friendly full automatic blogging for blogger blogspot blog. * https://t.co/bdvbTcXghi CLOUDS… https://t.co/HFzIjmCQkF,0.5411
Fri Apr 09 18:25:01 +0000 2021,SBA Communications,"When an emergency strikes, you may only have minutes to react. The actions you take are critical. Have an emergency… https://t.co/wzuTKUbXDp",-0.7506
Wed Apr 07 17:00:15 +0000 2021,Schlumberger Ltd.,"It's like Schlumberger Ltd., but for Pilates.",0.1901
Fri Apr 09 01:49:49 +0000 2021,Seagate Technology,"Seagate Technology to Report Fiscal Third Quarter 2021 Financial Results on April 22, 2021 - Valdosta Daily Times https://t.co/zq9yTSZ6lI",0.0
Fri Apr 09 22:18:11 +0000 2021,Sealed Air,"The safer alternative to #sprayfoam #insulation is vapour open wall assemblies, which are well insulated &amp; air seal… https://t.co/aAUDEXN2CU",0.5994
Fri Apr 09 19:57:34 +0000 2021,Sempra Energy,"RT @SempraEnergy: Decarbonization, diversification &amp; digitalization are needed to advance the energy transition. Our CEO Jeffrey Martin dis…",0.2732
Fri Apr 09 22:33:57 +0000 2021,ServiceNow,"RT @Cask_NX: Do you have the newest version of #ServiceNow? 

These upgrades allow your business to take advantage of the latest platform f…",0.4404
Fri Apr 09 22:04:28 +0000 2021,Sherwin-Williams,We love how this Rock Garden color from Sherwin-Williams (SW 6195) complements the artwork in the frames in this el… https://t.co/SbURiKQkt8,0.6369
Fri Apr 09 00:19:04 +0000 2021,Simon Property Group Inc,"Simon Property Group Acquisition Holdings Announces the Separate Trading of Its Class A Common Stock and Warrants,… https://t.co/yMvmWXIhfM",0.0
Fri Apr 09 01:29:49 +0000 2021,Skyworks Solutions,"$SWKS Skyworks Solutions, Inc.  Top stock up 120% from low. Close: 189.66 VolvsAvg: 0.87 Liq: $304M https://t.co/nGFeItLQxd",0.1027
Fri Apr 09 21:56:16 +0000 2021,Snap-on,"@spofiee Subcontractor once sent me an email with ""Strap-on"" instead of ""Snap-on"" in the subject line.",0.0
Fri Apr 09 22:10:35 +0000 2021,Southern Company,Sabya West Substation (132/33/13.8kV) – Southern Region Energization has been Energized Successfully by Saudi Elect… https://t.co/F2CWWGnOG6,0.8442
Fri Apr 09 22:34:08 +0000 2021,Southwest Airlines,"Southwest Airlines flight #SWA417 spotted at 28,000 feet! https://t.co/8E9WVfixXg",0.0
Fri Apr 09 22:30:07 +0000 2021,Stanley Black & Decker,"🚨 Buy Alert
$1,866,447,147 or 6.5% worth of $SWK - STANLEY BLACK &amp; DECKER, INC. shares were purchased or held on De… https://t.co/lblGg60hv9",0.6486
Fri Apr 09 21:52:32 +0000 2021,Starbucks Corp.,"Starbucks Corp (SBUX) price at close, 2021-04-09, is 113.18.",0.0
Fri Apr 09 05:14:20 +0000 2021,State Street Corp.,"@AVATRAVEL1 @zerohedge The Deep State, harem of managerial Karens, Bezos, Obama, the military industrial complex, 9… https://t.co/LKje6HgOW0",0.0
Fri Apr 09 19:00:02 +0000 2021,Steris,"Repair Technician (Charlotte, NC) https://t.co/GcfCvKMobv, #careers, #STERIS, #Hiring",0.0
Fri Apr 09 21:12:16 +0000 2021,Stryker Corp.,Stryker Corp. Shares Climb 1.3% Past Previous 52-Week High - Market Mover https://t.co/tahyQVJb0x $SYK #stockmarket #kwhenfinance,0.296
Fri Apr 09 22:08:24 +0000 2021,SVB Financial,RT @alliance_socal: Are you a #founder based in #SoCal looking for institutional capital? Apply now for the SoCal Venture Pipeline brought…,0.0
Fri Apr 09 14:30:21 +0000 2021,Synchrony Financial,Findings from Synchrony Financial indicate that 90% of all Millennials research product reviews online before makin… https://t.co/CzcRQf8iW3,0.0
Wed Apr 07 21:02:52 +0000 2021,Synopsys Inc.,"Alaskans own 7,494 shares of Synopsys Inc, worth $1,461,330.00. It's in the Software &amp; Services industry, based in 🇺🇸 United States.",0.7096
Fri Apr 02 11:45:22 +0000 2021,Sysco Corp.,"$SYY:

New Insider Filing on SYSCO CORP's

Director

BRADLEY M HALVERSON:

https://t.co/SI1hfwkRvp",0.0
Fri Apr 09 21:54:37 +0000 2021,T-Mobile US,@TMobileHelp Love Netflix so I'm paying the new price. It just would have just be nice if T-Mobile let us 55ers kno… https://t.co/JHe4GCFRug,0.7906
Fri Apr 09 19:47:00 +0000 2021,T. Rowe Price Group,"$AGC Grab Holdings, the Southeast Asian ride-hailing and delivery giant, has attracted backing from T. Rowe Price G… https://t.co/hagZBJpMTy",0.4404
Fri Apr 09 21:38:08 +0000 2021,Take-Two Interactive,"If Take-Two Interactive and Naughty Dog worked together on the next Monster Hunter game, then it would be the best thing ever made",0.6369
Fri Apr 09 22:06:23 +0000 2021,"Tapestry, Inc.","RT @gurufocus: Market Movers in the S&amp;P 500:
PVH Corp (5.68%) $PVH
Tapestry Inc (3.59%) $TPR
Cigna Corp (3.29%) $CI
Gap Inc (3.27%) $GPS
#v…",0.0
Fri Apr 09 22:24:03 +0000 2021,Target Corp.,"The government wants to seize over $5.6 million in two Lubbock bank accounts -- saying Target was the target of ""sp… https://t.co/0ffwPxZrev",0.0
Fri Apr 09 01:33:36 +0000 2021,TE Connectivity Ltd.,$TEL TE Connectivity Ltd. New  Top stock up 112% from low. Close: 130.94 VolvsAvg: 0.64 Liq: $149M https://t.co/U6JBtyz4k2,-0.0772
Thu Apr 08 21:29:03 +0000 2021,Teledyne Technologies,How to Trade: What Teledyne Technologies $TDY is Telling us About its Future https://t.co/37wkxQJaYG Click for Deta… https://t.co/tQObvoJ6UE,0.0
Fri Apr 09 11:07:51 +0000 2021,Teleflex,"As we move into the second round sponsor company interviews stage, we would like to share some great tips that one… https://t.co/SA9FhM5b0I",0.8316
Fri Apr 09 15:50:01 +0000 2021,Teradyne,Global market for autonomous mobile robots in material handling grew from $223 million in 2016 to $800 million in 2… https://t.co/usb8wGgweR,0.0
Fri Apr 09 22:27:24 +0000 2021,"Tesla, Inc.","@DriveTeslaca @Tesla Not yet. If it is restricted in the software, everything is possible. Just need to wait when it will be available.",-0.3818
Fri Apr 09 22:19:15 +0000 2021,Texas Instruments,Reading Ernest Mandel's Late Capitalism is hitting home when he explains how Texas Instruments extracted super-prof… https://t.co/PhZGQcFkLM,0.0
Fri Apr 09 16:15:51 +0000 2021,Textron Inc.,Textron Inc. Shares Near 52-Week High - Market Mover https://t.co/Am5PuZQWpi $TXT #stockmarket #kwhenfinance,0.296
Fri Apr 09 22:34:25 +0000 2021,Thermo Fisher Scientific,"We're hiring in #Fremont, CA! Click the link in our bio to apply to this job and more: Quality Engineer I, Controls… https://t.co/EaTnQlGEtw",0.0
Fri Apr 09 22:26:54 +0000 2021,TJX Companies Inc.,"See our latest #Truro, NS #Retail job opportunity and click the link in our bio to apply: Part time, Store Associat… https://t.co/RNO1e1Hixi",0.4215
Fri Apr 09 21:44:45 +0000 2021,Tractor Supply Company,@MysterySolvent Tractor Supply Company?,0.0
Fri Apr 09 16:58:00 +0000 2021,Trane Technologies plc,Trane Technologies plc - Class A Shares Close in on 52-Week High - Market Mover https://t.co/Mr5GOwtOIk $TT #stockmarket #kwhenfinance,0.296
Fri Apr 09 01:32:11 +0000 2021,TransDigm Group,$TDG Transdigm Group Incorpora Top stock up 106% from low. Close: 616.10 VolvsAvg: 0.63 Liq: $95M https://t.co/2bZPYtGPj6,-0.0772
Fri Apr 09 19:14:11 +0000 2021,The Travelers Companies,"The Travelers Companies, Inc current quarter revenue growth YoY of 4.10% ranked 1724 out of 5495 companies in our d… https://t.co/cZXm4CuQw8",0.3818
Fri Apr 09 11:17:02 +0000 2021,Trimble Inc.,"$SGTM 3 Stocks to Watch: CBRE Group Inc. (CBRE), Sustainable Green Team, Ltd. (SGTM), Trimble Inc. (TRMB) http https://t.co/nJetiLF1Pv",0.8506
Fri Apr 09 21:30:04 +0000 2021,Truist Financial,"April is National Financial Literacy Month!

Join SunTrust / Truist’s Stephanie Ray as she discusses budgeting and… https://t.co/WCoWwzKt47",0.3595
Fri Apr 09 22:34:18 +0000 2021,"Twitter, Inc.","RT @TheClosetInc: PURCHASE RAFFLE 📢

Retro 5 ""Raging Bulls"" 
Available in Men's, GS, PS &amp; Toddler 

To qualify: 
1. Retweet this post 
2. S…",-0.5267
Fri Apr 09 14:00:51 +0000 2021,Tyler Technologies,"Get the Outlook for State CIOS in 2021 from our partner Tyler Technologies, Inc.
#VIP #publicsector #govtech… https://t.co/DWa3VFnM8M",0.6166
Fri Apr 09 22:27:03 +0000 2021,Tyson Foods,RT @ArkBusiness: Tyson Foods Opens $425 Million Complex in Tennessee https://t.co/c9hOUvzW6x,0.0
Fri Apr 09 21:33:46 +0000 2021,"UDR, Inc.",RT @stocksoftheday1: $UDR UDR Inc is falling fast! It's down -3.69% today!,-0.2924
Fri Apr 09 22:15:13 +0000 2021,Ulta Beauty,"This job might be a great fit for you: Beauty Advisor - https://t.co/gbvA1Mcn5M #PalmSprings, CA #Cosmetology",0.886
Fri Apr 09 15:19:43 +0000 2021,U.S. Bancorp,52-Week High Alert: Trading today’s movement in U.S. BANCORP $USB https://t.co/oNJmWkAcgP,0.296
Thu Apr 08 16:09:58 +0000 2021,Under Armour (Class A),"Under Armour Class A 1.12M Share Block Trades at $22.70
$UAA",-0.1779
Thu Apr 08 01:30:23 +0000 2021,Union Pacific Corp,"$UNP:

New Insider Filing on UNION PACIFIC CORP's

EVP &amp; CHIEF FINANCIAL OFFICER

JENNIFER L HAMANN:

https://t.co/71xsnl94H4",0.5766
Fri Apr 09 21:07:38 +0000 2021,United Airlines Holdings,"United Continental Holdings, Inc. (NYSE:UAL), Allegiant Travel Company (NASDAQ:ALGT) – Budget Carrier Start-up Avel… https://t.co/G1oFrtWng2",0.4215
Wed Apr 07 12:28:03 +0000 2021,UnitedHealth Group Inc.,"UnitedHealth Group Inc. on Wednesday named Brian Thompson the CEO of UnitedHealthcare, the company's insurance unit… https://t.co/zes3E38IKY",0.0
Fri Apr 09 21:46:09 +0000 2021,United Parcel Service,"RT @shaunnalk: NYSE:UPS $UPS #UPS  United Parcel Service, Inc.  —-&gt; 🔵2021.04(apr.).8.thu.: ➤ UPS reached a new milestone. Delivering 110 mi…",0.4939
Fri Apr 09 17:04:40 +0000 2021,"United Rentals, Inc.","United Rentals, Inc current quarter revenue growth YoY of -7.20% ranked 2427 out of 5495 companies in our database.… https://t.co/froSAACkct",0.6597
Fri Apr 09 21:20:52 +0000 2021,Universal Health Services,"At Allied Universal, our vision for the future is to be the most trusted corporate services partner in a world of e… https://t.co/rzVp3stAch",0.659
Fri Apr 09 04:33:14 +0000 2021,Unum Group,UNUM GROUP. VOTE!,0.0
Fri Apr 09 20:43:54 +0000 2021,Valero Energy,"@ValeroEnergy warns of #financial hit due to T#exas deep freeze 

#energynews #midstream #energycapital #energy… https://t.co/3pUyqZolhM",-0.0516
Fri Apr 09 15:31:59 +0000 2021,Varian Medical Systems,RT @BestRemoteJobs1: Varian Medical Systems is looking for a Database Analyst #workathome #remotework #digitalnomad #remotejobs #remotework…,0.0
Thu Apr 08 15:00:13 +0000 2021,Ventas Inc,"🚨 Buy Alert
$1,812,633,742 or 9.61% worth of $VTR - Ventas, Inc. shares were purchased or held on Dec 31 by COHEN &amp;… https://t.co/l61AkyzcSN",0.6486
Thu Apr 08 14:51:53 +0000 2021,Verisign Inc.,"VERISIGN INC. $VRSN
UNUSUAL ACTIVITY 

VOLUME 1191.2% 
STRENGTH 562.96%",0.6037
Fri Apr 09 22:12:06 +0000 2021,Verisk Analytics,"#FWSells $VRSK Daffan Nicholas, Chief Information Officer of Verisk Analytics, Inc. sold 6,249 shares on 2021-04-08. https://t.co/CN97jaXGC6",0.296
Fri Apr 09 21:47:21 +0000 2021,Verizon Communications,"During my internship at Verizon Communications last summer, I operated swarm intelligence",0.4767
Fri Apr 09 03:09:55 +0000 2021,Vertex Pharmaceuticals Inc,"@JustUgochukwu @investbamboo Health stocks

Medtronic (MDT)

Johnson &amp; Johnson (JNJ)

Vertex Pharmaceuticals (VRTX)… https://t.co/K6N6nRpVJG",0.0
Fri Apr 09 22:00:29 +0000 2021,VF Corporation,"The VF Corporation was happy to help this group of high school students find their career path. 

What opportunitie… https://t.co/7fe1J8tOzX",0.7506
Fri Apr 09 22:32:15 +0000 2021,ViacomCBS,RT @writeteenwolf: check out the “stillswolf” stories on Instagram. Great news! #bringTeenWolfback #TeenWolfseason7 #TeenWolf @MTV @mgmstud…,0.6588
Fri Apr 09 19:02:25 +0000 2021,Viatris,"@shieldzy50 @catt_marpenter @aterkel @ArthurDelaneyHP It's not done, it just became Viatris. And while she doesn't… https://t.co/AlIH38DvCA",0.0
Fri Apr 09 21:58:19 +0000 2021,Visa Inc.,"RT @TeamIt_Inc: One of our partners is helping high skilled immigrants in the US, who are facing uncertainty with their H-1B visa status, r…",-0.0516
Fri Apr 09 20:25:50 +0000 2021,Vornado Realty Trust,$VNO / Vornado Realty Trust files form 8-K - Regulation FD Disclosure -  FORM 8-K https://t.co/zJKfizUItp,0.5106
Fri Apr 09 15:24:52 +0000 2021,Vulcan Materials,"@cbenson67 Sponsored by the Vulcan Materials Corporation, but yes. 🖖",0.5499
Wed Apr 07 03:53:19 +0000 2021,W. R. Berkley Corporation,W.R. BERKLEY CORPORATION. VOTE!,0.0
Fri Apr 09 11:29:43 +0000 2021,Westinghouse Air Brake Technologies Corp,"$WAB - Westinghouse Air Brake Technologies Corp #WestinghouseAirBrake
Schweitzer Pascal (Pres, Services Group) purc… https://t.co/DoCWCSdw87",0.0
Fri Apr 09 22:34:29 +0000 2021,Walmart,I got me two summer night shirts at Walmart they are gonna be so comfy 🥰🥰,0.9421
Fri Apr 09 21:02:30 +0000 2021,Walgreens Boots Alliance,Walgreens Boots Alliance Commences Tender Offer to Purchase Certain Outstanding Debt Securities https://t.co/saN4fX2i6g,0.7003
Fri Apr 09 22:32:35 +0000 2021,The Walt Disney Company,"$DIS [The Walt Disney Company] - Price: $187.89 - Change: 0.30% - Volume: $6,077,885.00 https://t.co/93R526MOCb",0.0
Fri Apr 09 14:31:37 +0000 2021,Waste Management Inc.,"$WM breaks ATH with strong momentum. We see this coming way before it happens. Read this article you lazyass. 
https://t.co/uMh7rd71yp",0.5106
Fri Apr 09 21:16:03 +0000 2021,Waters Corporation,"RT @JamohBashir: IT’S A DEAL. My recent visit to the Nigerian Railway Corporation to obtain the support of its MD, Fidet Okhiria as a partn…",0.4019
Fri Apr 09 15:20:13 +0000 2021,WEC Energy Group,WIND: ALLETE's Red Barn wind project to help WEC Energy Group ramp USD 2bn renewables commitment by 2025… https://t.co/0SrivELin0,0.7506
Fri Apr 09 22:34:19 +0000 2021,Wells Fargo,IT IS LONG PAST TIME FOR THE PENNSYLVANIA PUBLIC SCHOOL EMPLOYEES' RETIREMENT SYSTEM TO MOVE OUR FUNDS FROM OUR ACC… https://t.co/GDtrfakoPW,0.0
Fri Apr 09 15:20:49 +0000 2021,Welltower Inc.,52-Week High Alert: Trading today’s movement in WELLTOWER INC $WELL https://t.co/5dVh85375U,0.6166
Fri Apr 09 21:31:18 +0000 2021,West Pharmaceutical Services,$WST West Pharmaceutical Services Inc is shooting through the roof with a +3.05% increase today!,0.3802
Fri Apr 09 22:20:01 +0000 2021,Western Digital,"A CLASSIC WESTERN: FRECKLED FURY: THE FIRST, SECOND AND THIRD WESTERNS IN THE FRECKLED VENOM SERIES.… https://t.co/3gFGEyWWZd",-0.6633
Fri Apr 09 10:21:34 +0000 2021,Western Union Co,How to Receive Money at Western Union in Person https://t.co/Rp0e8Rm7t0,0.0
Fri Apr 09 20:30:15 +0000 2021,WestRock,Combat the scope of recalls and provide greater visibility across the #supplychain. Learn how in our free panel dis… https://t.co/ZJZtWS8ZcH,0.5267
Fri Apr 09 21:34:25 +0000 2021,Weyerhaeuser,"Weyerhaeuser to Restore Wildfire Destroyed Forest Lands, Use 1980 Mt. St. Helen Plan - https://t.co/vKcJaFFmJH https://t.co/GbjuoLwWQH",-0.25
Fri Apr 09 21:12:16 +0000 2021,Whirlpool Corp.,"RT @mathmania64: 🟥 3 LOT 1980's Betty Crocker Hamburger, Better Homes &amp; Gardens Super Snacks, Whirlpool Micro Menus cookbook softcover Mere…",0.7783
Fri Apr 09 21:23:15 +0000 2021,Williams Companies,RT @thatginamiller: At last - a pathway towards a #Global agreement on tax to combat international #tax avoidance by companies &amp; harmful ta…,-0.2263
Fri Apr 09 21:00:01 +0000 2021,Willis Towers Watson,Aon – Willis Towers Watson merger assessed by Singapore competition authority https://t.co/RDMHVxX5lB,0.0772
Fri Apr 09 19:10:08 +0000 2021,Wynn Resorts Ltd,"#StarMine North American picks for negative Predicted Surprises in 21Q1 are — CSX Corp $CSX, Skechers USA Inc $SKX,… https://t.co/jQNgY32psu",-0.4215
Tue Apr 06 21:02:01 +0000 2021,Xcel Energy Inc,Xcel Energy CEO Ben Fowke's 2020 pay slips 1% to $17M https://t.co/c6D3c0r9Zy $XEL #execpay,0.1779
Fri Apr 09 21:47:36 +0000 2021,Xilinx,"Don't submit then quit. Apply for jobs like ""System Architect-Yocto Project"" at Xilinx, then look for people you mi… https://t.co/fpSMsHIVfV",0.3612
Fri Apr 09 20:44:56 +0000 2021,Xylem Inc.,RT @topgovtgrant: ICYMI Xylem Inc. Receives Philanthropy Award and Establishes Strategic Partnerships https://t.co/98l3HFsCBX #Environment…,0.5423
Fri Apr 09 12:00:02 +0000 2021,Yum! Brands Inc,"Yum! Brands, Inc. is looking for Remote Software Engineer in Test- Product - USA ONLY https://t.co/YTdQwWf521",0.0
Fri Apr 09 21:45:05 +0000 2021,Zebra Technologies,"Zebra’s volunteer program is just one of the ways that employees support local non-profit organizations, Paul Higni… https://t.co/tcxlmI8ID2",0.4019
Fri Apr 09 19:09:31 +0000 2021,Zimmer Biomet,"RT @OrthoFeed: Stryker
–3.6% lower sales.
1.3% growth in R&amp;D spending.
7.5% growth in employees.
 
Smith+Nephew
–11.2% lower sales.
5.1% gr…",0.2023
Fri Apr 09 12:59:52 +0000 2021,Zions Bancorp,"Zions Bancorp price target raised to $57 from $52 at Jefferies
$ZION",0.0
Fri Apr 09 21:55:08 +0000 2021,Zoetis,"RT @ParmaCarole: After Jan 6, grassroots pressure pushed tons of big corps to stop donating to the 147 Republicans who voted to overturn ou…",-0.5267
